,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
2277,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,274336
2278,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,309734
2281,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,208407
2282,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,223008
2283,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,230088
2284,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,233628
2288,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044
2289,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,182743
2290,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,458407
2293,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,250442
2294,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,212389
2295,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,175221
2296,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,216814
2297,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,451327
2299,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,57522
2301,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,349557
2302,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,340707
2303,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,278761
2307,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,225663
2308,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469
2312,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,221238
2313,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,238938
2318,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,140707
2319,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769
2322,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,110619
2325,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,353097
2327,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,243362
2329,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185
2330,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,250442
2331,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,209734
2333,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964
2335,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,189380
2339,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,388495
2340,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,185840
2341,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132300
2344,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469
2345,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,460176
2346,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325663
2348,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,460176
2349,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584
2351,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,346902
2353,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,110176
2354,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,253097
2355,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141
2356,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107079
2357,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,285840
2358,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,381415
2359,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,266371
2360,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,85398
2361,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557
2363,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,527433
2365,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,336283
2366,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,343362
2367,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,318584
2369,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911
2370,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,209734
2371,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,143212
2372,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,458407
2373,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,464601
2374,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,246230
2375,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,156637
2381,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,173451
2382,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96902
2385,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929
2386,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,189823
2390,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,64601
2391,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,140707
2392,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,393805
2394,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168
2397,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,408849
2399,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118141
2402,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,358407
2403,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,385398
2404,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690
2409,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165929
2411,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513
2412,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,151327
2413,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,477876
2414,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,248884
2415,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,238053
2417,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,212389
2418,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,199115
2419,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,247345
2422,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,103539
2425,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,298230
2426,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,371681
2427,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,190265
2428,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,128318
2429,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169292
2432,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130973
2433,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486
2434,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,286725
2437,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,307964
2438,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,400000
2439,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,208849
2440,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66814
2442,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,338053
2443,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65486
2444,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,144690
2445,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188053
2449,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,129203
2450,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,86283
2451,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,335398
2452,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,185840
2453,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,314159
2454,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,89380
2455,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,221238
2457,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,226548
2458,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,292035
2461,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,323008
2464,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,361061
2465,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,307964
2466,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,210176
2469,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,469026
2471,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,185840
2472,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,143362
2473,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90265
2475,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,300884
2476,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,362831
2480,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,221238
2482,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,291150
2484,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,166814
2485,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,165486
2486,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,353982
2488,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,74778
2490,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,261061
2491,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469
2492,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,163716
2493,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,203539
2496,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,49734
2497,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,278318
2498,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,392743
2500,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,212389
2501,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,247787
2502,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,282053
2504,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,170796
2505,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,460176
2506,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,218584
2507,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336
2508,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,424778
2509,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,254867
2511,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,376991
2514,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991
2517,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486
2520,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,134513
2525,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209734
2526,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78761
2527,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,361061
2530,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,379646
2531,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690
2533,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,136283
2535,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,178761
2536,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274
2537,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161504
2538,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,248672
2539,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,300442
2540,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,255752
2543,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,237168
2544,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,348672
2546,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,132743
2549,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,156637
2550,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,221238
2556,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269026
2557,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,238938
2558,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,238938
2562,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,190265
2565,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,278761
2566,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,174336
2568,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,243362
2569,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,80530
2570,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,276991
2571,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,353982
2573,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,261946
2575,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192035
2578,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,331858
2579,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,211504
2581,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575
2583,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,258407
2586,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,317699
2587,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,285398
2589,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,82300
2590,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,274336
2594,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,65929
2596,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,263716
2601,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,247787
2603,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,252212
2606,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,247787
2607,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,168141
2608,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,300884
2609,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,231858
2611,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,278761
2612,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,85840
2613,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,351247
2614,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,190265
2615,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,458407
2616,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,107522
2618,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107964
2620,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,176991
2623,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,128318
2626,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,123893
2627,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,284955
2629,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,99557
2633,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,409734
2635,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131415
2637,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255840
2638,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,333628
2643,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38584
2644,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,238938
2645,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,203539
2648,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,196460
2650,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,322566
2651,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,234513
2652,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,226991
2653,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,353982
2655,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,133628
2657,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,273451
2658,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,234513
2662,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,388690
2663,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,230088
2666,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,166371
2669,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,342477
2670,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,323008
2671,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,296460
2672,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58849
2673,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,53982
2674,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,141592
2675,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,373451
2677,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,215929
2678,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,292035
2684,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,129203
2685,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,117699
2686,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,188938
2687,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,88495
2688,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,238938
2689,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,191150
2690,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,124778
2693,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,323982
2694,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,100000
2696,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,170353
2698,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,211946
2699,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,264601
2701,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,207079
2702,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,153539
2705,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,55752
2706,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,259292
2709,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,223893
2710,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,123893
2711,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,342477
2712,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,314159
2713,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,336283
2714,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,155584
2716,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,194690
2719,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,407079
2723,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,148672
2724,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,216814
2727,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,265486
2730,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,251327
2731,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,215044
2734,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,262831
2736,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,155752
2737,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,100000
2738,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,194247
2739,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,154690
2742,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,334513
2743,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,384955
2744,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,300000
2745,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,367256
2749,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,221238
2752,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,59734
2755,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,167256
2756,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84513
2757,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,175663
2759,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,148230
2761,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,153097
2762,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,371681
2763,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,207079
2765,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,368672
2767,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,477876
2769,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,235398
2772,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,79203
2774,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,369628
2775,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,644,300884
2776,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,223008
2780,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,128318
2781,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,263716
2782,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,140707
